D&C Section 87 Revealed,1832-12-25,1832-12-25
D&C Section 88 Revealed,1832-12-27,1832-12-27
JS marriage to Fanny Alger,1833-01-01,1834-01-01
"Brigham Young, Joseph Young, and Heber C. Kimball go on a mission to Kingston, Ontario, Canada, where they organize three branches.",1833-01-01,1833-01-01
"Jared Carter goes on a mission to Michigan where he baptizes many of the people whom Lucy taught in the summer of 1831. (This may be a second mission since David Dort's record shows that he was baptized in 1831; however, Samuel Bent, the Presbyterian deacon, was baptized in January 1833.)",1833-01-01,1833-01-01
Sophronia Smith Stoddard becomes deathly ill in Kirtland but is healed by faith through the administration of Jared Carter. Summer 1833,1833-01-01,1833-01-01
"At a conference of elders, Joseph Jr. speaks in tongues and institutes the ordinance of washing feet. Joseph Sr. gives him a blessing. Lucy describes a private family meeting about this time at which Joseph Jr. washes his brothers' feet; they speak in tongues and send a messenger for Lucy. She abandons her bread unbaked to join them.",1833-01-23,1833-01-24
The School of the Prophets commences in accordance with a revelation of 27 Dec. 1832.,1833-01-24,1833-01-24
The School of the Prophets begins.,1833-01-24,1833-01-24
Joseph starts on his revision of the Old Testament.,1833-02-02,1833-02-02
"William Smith marries Caroline Grant. They have two daughters, birth dates not known to me",1833-02-14,1833-02-14
"The “Word of Wisdom” discourages use of tobacco, wine, and “strong drink” but encourages the use of “mild drinks” made from barley (beer).",1833-02-27,1833-02-27
D&C Section 89 Revealed,1833-02-27,1833-02-27
Joseph receives the Word of Wisdom.,1833-02-27,1833-02-27
D&C Section 90 Revealed,1833-03-08,1833-03-08
Sidney Rigdon and Frederick G. Williams are ordained as counselors in the First Presidency in a meeting of the School of the Prophets.,1833-03-08,1833-03-08
D&C Section 91 Revealed,1833-03-09,1833-03-09
D&C Section 92 Revealed,1833-03-15,1833-03-15
About 300 old settlers in Independence plan to eject the Mormons. There had been acts of violence as early as the spring of 1832.,1833-04-18,1833-04-18
"John Smith (brother of Joseph Sr.) and family, including son George A., depart from Potsdam, New York, and arrive at Kirtland on 25 May.",1833-05-01,1833-05-01
"Smith appoints a temple building committee, the beginning of LDS bureaucracy.",1833-05-04,1833-05-04
D&C Section 93 Revealed,1833-05-06,1833-05-06
D&C Section 95 Revealed,1833-06-01,1833-06-01
Joseph announces the construction of the Kirtland temple.,1833-06-01,1833-06-01
Doctor Philastus Hurlbut is excommunicated for adultery and begins collecting affidavits about the Smith family in New York that are published with additions by Eber D. Howe in 1834 as Mormonism Unvailed.,1833-06-01,1833-06-01
D&C Section 96 Revealed,1833-06-04,1833-06-04
George A. Smith hauls the first load of stone while others dig the temple foundation.,1833-06-05,1833-06-05
"Smith describes the future temple of the City of Zion [Independence, Missouri] as a complex of twenty-four temples, three each designated for deacons, teachers, priests, the presidency of Lesser Priesthood, elders, high priests, bishops, and the presidency of the High Priesthood.",1833-06-25,1833-06-25
Missouri Saints told they must leave Jackson County,1833-07-01,1833-07-01
"Smith finishes his “translation” of the King James Version (KJV) of the Bible. Making changes in an 1828 edition, Smith alters more than 3,400 verses and introduces new passages.",1833-07-02,1833-07-02
"The Evening and Morning Star publishes an editorial on ""free people of color,"" then retracts it when it outrages the ""old settlers.""",1833-07-16,1833-07-16
"The first attack on a Mormon community is launched by neighbors near Independence, Mo., continuing on and off for months. The immediate cause for this attack is The Evening and the Morning Star publication of a pro-abolitionist article entitled “Free People of Color.”",1833-07-20,1833-07-20
"A mob in Independence destroys the printing press, tears down Phelps's house, destroys the Book of Commandments, and tars and feathers Edward Partridge and Charles Allen.",1833-07-20,1833-07-20
Cornerstones for Kirtland temple laid,1833-07-23,1833-07-23
"During a second mob attack on Independence, the Mormons agree that half will leave by 1 January 1834 and the rest in April 1834.",1833-07-23,1833-07-23
D&C Section 97 Revealed,1833-08-02,1833-08-02
D&C Section 94 Revealed,1833-08-02,1833-08-02
Smith announces a revelation regarding government and war. This establishes Mormonism’s theocratic prerogatives.,1833-08-06,1833-08-06
D&C Section 98 Revealed,1833-08-06,1833-08-06
The Kirtland conference agrees to print the Latter Day Saint Messenger and Advocate there and also to transfer the Star to Kirtland with Oliver Cowdery as editor.,1833-09-11,1833-09-11
"Joseph Jr. writes a lengthy doctrinal letter to his uncle, Silas Smith, on the need for continuous revelation.",1833-09-26,1833-09-26
Missionary tour in Canada,1833-10-01,1833-11-01
Oliver Cowdery and Newel Whitney go to New York to buy a printing press.,1833-10-01,1833-10-01
"Joseph Jr., Sidney Rigdon, and Freeman Nickerson leave Kirtland on a mission to Upper Canada.",1833-10-05,1833-10-05
A revelation appoints Rigdon as “a spokesman to my servant Joseph.”,1833-10-12,1833-10-12
D&C Section 100 Revealed,1833-10-12,1833-10-12
Governor Dunklin of Missouri rejects a petition from Orson Hyde and W. W. Phelps.,1833-10-19,1833-10-19
"Mobs attack Mormon settlements in Jackson County; 1,200 flee into Clay, Ray, Van Buren, and Lafayette counties.",1833-10-31,1833-11-08
"Mormons began leaving Jackson County, Missouri, and its temple site in Independence.",1833-11-01,1833-11-01
"In compliance with the August revelation, Mormons engage in their first war-like confrontation in the so-called “Battle of Blue River,” near Independence, Missouri. Led by Book of Mormon witness David Whitmer, the Mormons kill two mobbers. Of the one Mormon death during battle, the official History of the Church calls Andrew Barber “the first direct martyr to the cause,” despite the previous murder of missionary Brackenbury.",1833-11-04,1833-11-04
"Joseph Jr. and party return from their Canadian mission. Probably during the fall or early winter, Joseph Jr. has his parents move into his and Emma's Kirtland home. Lucy falls, [p.184]suffers from inflammation of the eyes, and is healed by her faith and the administration of the elders.",1833-11-04,1833-11-04
Joshua Stafford and later Willard Chase (11 Dec.) sign affidavits of personal acquaintance with Smith when he organized neighbors to search for buried treasure early in 1820. These affidavits would be published in Eber D. Howe’s Mormonism Unvailed in 1834.,1833-11-15,1833-11-15
Don Carlos Smith comes to live with Joseph at Kirtland to learn printing.,1833-11-22,1833-11-22
Orson Hyde and John Gould arrive from Missouri to report to Joseph at Kirtland.,1833-11-25,1833-11-25
Oliver Cowdery and Newel Whitney return from New York with a printing press.,1833-12-01,1833-12-01
Smith writes that the church is establishing a Democratic newspaper because “the influential men of that party have offered a liberal patronage to us.”,1833-12-05,1833-12-05
The first issue of the Evening and Morning Star is printed by Oliver Cowdery.,1833-12-13,1833-12-13
Smith announces a revelation that “it is not right that any man should be in bondage one to another.” This guarantees five more years of conflict between Mormon settlers and their neighbors in various counties of Missouri.,1833-12-16,1833-12-16
D&C Section 101 Revealed,1833-12-16,1833-12-16
Smith offers a blessing-prayer for Book of Mormon witness and “second elder” Oliver Cowdery concerning the “two evils in him that he must needs forsake.” This refers to Cowdery’s recent transgression of entering into a polygamous or adulterous relationship.,1833-12-18,1833-12-18
"Joseph Smith Sr. is ordained patriarch to the church by the First Presidency in an emotional meeting, the minutes of which, kept by Oliver Cowdery, include his account of the restoration of the Aaronic priesthood.",1833-12-18,1833-12-18
"Wilford Woodruff is converted the first time he hears Zera Pulsipher and Elijah Cheney preach at Richland, New York.",1833-12-29,1833-12-29
A non-Mormon in Ohio writes that “Smith has four or five armed men to gard [sic] him every night.” The prophet’s bodyguard is Mormonism’s first organization for internal security.,1834-01-06,1834-01-06
Enemies in Kirtland fire thirteen rounds from a cannon at 1:00 A.M. Work on temple continues.,1834-01-08,1834-01-08
"Martin Harris is tried before the Kirtland high priests/elders council for accusing Joseph ""of not understanding the Book of Mormon, of wrestling too much, and of drinking when he was translating the Book of Mormon."" Martin says Joseph did these things before the book was translated; he is forgiven.",1834-02-12,1834-02-12
"The first stake high council is organized at Kirtland, Ohio. Two days later, the oldest members of the high council, Joseph Smith, Sr, and John Johnson give patriarchal blessings to their adult sons. Neither were ordained patriarchs.",1834-02-17,1834-02-17
D&C Section 102 Revealed,1834-02-17,1834-02-17
Joseph organizes the first high council at Kirtland.,1834-02-17,1834-02-17
"Parley P. Pratt and Lyman Wight arrive at Kirtland, destitute, having traveled all 800 miles on foot from Missouri to report conditions there.",1834-02-22,1834-02-22
"Kirtland high council elects Smith as commander-in-chief of the armies of Israel, and he announces a revelation which commands God’s “friends” to “avenge me of mine enemies.” This document also commands that Mormon dissenters be “cast out and trodden under the foot of men” by “my friends.”",1834-02-24,1834-02-24
D&C Section 103 Revealed,1834-02-24,1834-02-24
Joseph Jr. receives a revelation (D&C 103) ordering the organization of Zion's Camp.,1834-02-24,1834-02-24
Joseph Jr. and Parley P. Pratt go east to obtain volunteers for Zion's Camp.,1834-02-26,1834-03-29
Smith secretly ordains Lyman Wight as “Baneemy” which Wight understands as a military calling.,1834-03-18,1834-03-18
"Doctor Philastus Hurlbut is found guilty of threatening Joseph Jr. and is placed under a peace bond by a court in Chardon, Ohio.",1834-04-09,1834-04-09
"Joseph Jr. attends conferences at New Portage and Norton, Ohio.",1834-04-18,1834-04-23
Smith authorizes first counselor Rigdon to preside over the church in his absence.,1834-04-19,1834-04-19
"At a conference at Norton, Ohio: “Bro. Joseph Smith Jun. then delivered a short prophecy, that if Zion was not delivered [in Jackson County, Missouri] the time was near when all of this Church, wherever they might be found, would be persecuted and distroyed [sic] in like manner.” At this conference, “President Smith then laid hands on certain children, and blessed them in the name of the Lord,” which may have been the first time small children were blessed. Giving names and blessings to infants would become standard practice two decades later.",1834-04-21,1834-04-21
"A revelation ends the Kirtland United Order and distributes its real estate assets among Smith, Cowdery, Rigdon, Frederick G. Williams, Martin Harris, Newel K. Whitney, and John Johnson. Although the revelation says, “it is my will that you shall pay all your debts,” Smith requires Whitney to absorb the $1,151.31 Whitney had loaned to him personally as well as $2,484.22 of other men’s debts to Whitney.",1834-04-23,1834-04-23
D&C Section 104 Revealed,1834-04-23,1834-04-23
"Hyrum, fourth child and second son of Hyrum and Jerusha Smith, is born.",1834-04-27,1834-04-27
"The U.S. Secretary of War informs Mormons in Jackson County, Missouri that the U.S. president has no constitutional authority to use federal troops to enforce local laws.",1834-05-02,1834-05-02
At Kirtland the First Presidency obtains the sustaining vote of a conference to change the name of the church to the Church of the Latter Day Saints. This new title first appears in a letter by the presidency 22 Jan.,1834-05-03,1834-05-03
Joseph Jr. preaches in the new (unfinished) schoolhouse west of the temple.,1834-05-04,1834-05-04
"Zion's Camp, with a maximum of 204 men, leaves Kirtland. It reaches Missouri, about 900 miles away, on 3 July. The men are attacked by cholera on 24 June, and Joseph Jr. disbands the camp on 25 June. Fourteen die before the outbreak ends on 28 June, including Lucy's nephew Jesse Johnson Smith, son of Asael Smith Jr., who dies 1 July 1834.",1834-05-05,1834-05-05
"Zion’s Camp begins its armed march from Kirtland, Ohio, to Jackson County, Missouri, in obedience to a revelation of 24 Feb.: “the redemption of Zion must come by power…and ye shall avenge me of mine enemies.”",1834-05-08,1834-05-08
"Zion’s Camp members discover skeletal remains at an Indian mound in Missouri, and “by visions” Smith announces that “the person whose skeleton was before us was a white Lamanite, a large, thick-set man, and a man of God. His name was Zelph. He was a warrior and chieftain under the great prophet Onandagus, who was known from the Hill Cumorah, or eastern sea to the Rocky Mountains.” Smith’s childhood home and the Hill Cumorah were at the western side of the Finger Lakes region, while Onondaga County and the Onondaga tribe were on the eastern side.",1834-06-03,1834-06-03
Smith appoints his brother Hyrum as captain of twenty “life guards” for the prophet.,1834-06-08,1834-06-08
D&C Section 105 Revealed,1834-06-22,1834-06-22
Smith disbands Zion’s Camp without having rescued Zion.,1834-07-03,1834-07-03
Smith ordains David Whitmer as his successor “on conditions that he (J. Smith jr) did not live to God himself.”,1834-07-07,1834-07-08
Joseph Jr. and Hyrum start for Kirtland with Frederick G. Williams and others.,1834-07-09,1834-07-09
Samuel Harrison Smith marries Mary Bailey.,1834-08-13,1834-08-13
Joseph works as the foreman in the temple's stone quarry.,1834-09-01,1834-09-01
"Eber D. Howe, with affidavits by Philastus Hurlburt, publishes Mormonism Unvailed.",1834-10-01,1834-10-01
"Lucy Salisbury, the second child and second daughter of Katharine Smith Salisbury and Wilkins J. Salisbury, is born at Willoughby, Lake County, Ohio (or at Lebanon, Madison County, New York).",1834-10-03,1834-10-03
"Smith is defeated in his first attempt for elective office, coroner of Kirtland.",1834-10-14,1834-10-14
"Joseph Jr., Lucy, Joseph Sr., Hyrum, David Whitmer, Frederick G. Williams, Oliver Cowdery, Roger Orton, and possibly Martin Harris visit the Pontiac Branch of the church.",1834-10-16,1834-10-21
School of the Prophets begins in Kirtland,1834-11-01,1834-11-01
D&C Section 106 Revealed,1834-11-25,1834-11-25
The School of the Elders begins studying the Lectures on Faith. It closes during the last week in March 1835.,1834-12-01,1834-12-01
"Smith ordains Cowdery, as “assistant” president “to assist in presiding over the whole church” ahead of Smith’s first and second counselors. “Associate President” more accurately describes Cowdery’s joint control over the church.",1834-12-05,1834-12-05
"Joseph Smith, Sr., and son Hyrum are the first Freemasons to become general authorities, although they had not been active since the 1826 murder of anti-Masonic crusader William Morgan. Before his own death Smith would marry the anti-Masonic martyr’s widow Lucinda. First Presidency ordains Hyrum Smith as an additional assistant president (counselor) and Joseph Sr. as assistant president and Presiding Patriarch. Joseph Jr. had ordained Brigham Young’s father John Young as patriarch to his family a few weeks earlier.",1834-12-06,1834-12-06
"“Joseph Smith, Senior, a Patriarch, and President of the high Priesthood” gives his first patriarchal blessings as an ordained patriarch to his adult children.",1834-12-09,1834-12-09
"At a family blessing meeting, Joseph Sr. refers to his and Lucy's firstborn dead son (Lucy later remembered this child as a daughter) and at least one occasion when he had been intoxicated. He pronounces patriarchal blessings on members of the family, recorded by Oliver Cowdery.",1834-12-09,1834-12-09
The Doctrine and Covenants is published. mid-Sept 1835.,1835-01-01,1835-01-01
"Smith tells a meeting of Zion’s Camp veterans and others about “the coming of the Lord, which was nigh—even fifty-six years should wind up the scene [in the year 1891].” The newly organized Quorum of Twelve Apostles includes astrologer John F. Boynton, rodsman Heber C. Kimball (hereafter Kimball), amulet-wearer Young, and treasure-quest enthusiasts Luke S. Johnson and Orson Hyde. They are ordained apostles by the Book of Mormon s three witnesses, rodsman Oliver Cowdery, seer stone enthusiast David Whitmer, and treasure-quest participant Martin Harris.",1835-02-14,1835-02-14
Organizes quorum of Twelve Apostles,1835-02-14,1835-02-14
"Twelve apostles are chosen by Three Witnesses, all from Zion's Camp  Lyman E. Johnson, Brigham Young, Heber C. Kimball, Orson Hyde, David W. Patten, Luke S. Johnson, William E. McLellin, John F. Boynton, Orson Pratt, William Smith, Thomas B. Marsh, and Parley P. Pratt.",1835-02-14,1835-02-14
"Though he never spoke to his associates about his ethnic heritage, William E. McLellin, whose mother was Cherokee, is ordained an apostle to become the first general authority of native American extraction. Twenty-three-year-old John F. Boynton is ordained to the apostleship as the first and only never-married bachelor in the hierarchy. He remains a bachelor eleven months.",1835-02-15,1835-02-15
The Council of Seventy and First Quorum of Seventy are organized.,1835-02-28,1835-02-28
"The Seventy are chosen from those who went on Zion's Camp. Joseph Young, Hazen Aldrich, Levi W. Hancock, Sylvester Smith, Leonard Rich, Zebedee Coltrin, and Lyman Sherton are the seven presidents.",1835-02-28,1835-02-28
"Smith announces a revelation on priesthood which includes statements that the First Presidency, Quorum of Twelve Apostles, First Quorum of Seventy, and central high council are all “equal in authority.” The revelation authorized the Twelve to ordain patriarchs in “large branches,” but not in stakes where only the First Presidency ordained patriarchs until October 1844.",1835-03-28,1835-03-28
Revelation on priesthood,1835-03-28,1835-03-28
D&C Section 107 Revealed,1835-04-01,1835-04-01
Orson Pratt and Thomas B. Marsh arrive at Kirtland and are ordained members of the Twelve.,1835-04-26,1835-04-26
John Whitmer replaces Oliver Cowdery as editor of the Messenger and Advocate; Phelps lives with Joseph Jr. and helps him compile the Doctrine and Covenants. mid-May 1835.,1835-05-01,1835-05-01
"A priesthood council votes that the Quorum of Twelve and the Seventy have the right to call on branches to provide them and their families with financial support. Smith reminds the Twelve that they have no jurisdiction in organized stakes, and that the stake high council has no authority over branches.",1835-05-02,1835-05-02
The Twelve leave on missions for Pennsylvania and New York.,1835-05-04,1835-05-04
"The Latter Day Saints’ Messenger and Advocate states: “We shall by and by learn that we were with God in another world, and had our agency: that we came into this world and have our agency, in order that we may prepare ourselves for a kingdom of glory; become archangels, even the sons of God where the man is neither without the woman, nor the woman without the man in the Lord.”",1835-06-01,1835-06-01
Purchases Egyption mummies,1835-07-01,1835-07-01
"Michael H. Chandler exhibits, then sells, Egyptian mummies and papyrus scrolls to Smith who begins to translate them using his white seer stone. His translation is later published as the Book of Abraham.",1835-07-03,1835-07-03
Michael Chandler sells Joseph Jr. four Egyptian mummies and two rolls of papyrus. Joseph identifies them as the writings of Abraham.,1835-07-03,1835-07-06
Don Carlos Smith marries Agnes Coolbrith at Kirtland.,1835-07-30,1835-07-30
A special conference accepts the Doctrine and Covenants which contains unannounced changes and expansions of revelations previously published in The Evening and the Morning Star and 1833 Book of Commandments. This canonized work includes a statement on marriage which prohibits polygamy.,1835-08-17,1835-08-17
D&C Section 134 Revealed,1835-08-17,1835-08-17
The general assembly approves the Doctrine and Covenants and also an Article on Marriage while Joseph Jr. is in Michigan.,1835-08-17,1835-08-17
"The First Presidency and stake high council vote a salary for the Presiding Patriarch. By 1841, this would include a fee of $1 per blessing; fifty years later it would be $2 per blessing.",1835-09-14,1835-09-14
The Kirtland High Council authorizes Joseph Smith Sr. $10 per week for his expenses as a patriarch and the same to Frederick G. Williams as scribe; Oliver Cowdery is appointed recorder.,1835-09-14,1835-09-14
"Solomon Jenkins Salisbury, the third child and first son of Katharine Smith Salisbury and Wilkins J. Salisbury, is born at Kirtland, Geauga County, Ohio.",1835-09-18,1835-09-18
"The Kirtland high council “by revelation” appoints Smith as “head” of the “war department” of the “Lord’s Host,” in imitation of the national Secretary of War. The latter phrase would appear three years later in the “Danite” constitution’s description of the unnamed Smith’s military role.",1835-09-24,1835-09-24
The Twelve return from their missions.,1835-09-26,1835-09-26
The second footwashing session is held. A third follows on 12 November.,1835-10-05,1835-10-05
Smith uses his white seer stone to give blessings to Newel K. and Elizabeth A. Whitney. The Whitneys have a seer stone of their own shortly afterwards.,1835-10-07,1835-10-07
"Joseph Sr. becomes very ill with a fever. Joseph Jr. administers mild herbs; when they have no effect, Joseph Jr. administers to him with David Whitmer, rebuking the disease. Joseph Sr. ""arose, dressed himself, shouted, and praised the Lord."" They wake up William to sing ""songs of praise"" with them (HC 2:289).",1835-10-07,1835-10-12
"Samuel is charged in Chardon with avoiding military duty, is fined $20, and sells a cow to pay the fine.",1835-10-26,1835-10-26
"Samuel's wife, Mary Bailey Smith, almost dies giving birth to Susanna Bailey Smith, their first child. Frederick G. Williams helps her. Joseph prays.",1835-10-27,1835-10-27
"Joseph Jr. and William disagree over the case of the Elliots whipping their fifteen-year-old daughter; Joseph defends the parents. When Lucy attempts to testify, Joseph objects because the matter is settled. William accuses him of doubting their mother's testimony, and the two brothers almost come to blows before Joseph Sr. and Lucy intervene.",1835-10-29,1835-10-29
The high council censures William.,1835-10-30,1835-10-30
"Hyrum tries to reconcile Joseph and William. Joseph agrees to confess if William will. William starts spreading stories about Joseph, convinces Samuel. Lucy does not mention this episode.",1835-10-31,1835-10-31
Joseph chastises Emma for leaving a meeting before the sacrament. She weeps but says nothing.,1835-11-08,1835-11-08
"Smith gives the second recorded account of his first vision: “A personage appear[e]d in the midst of this pillar of flame which was spread all around and yet nothing consumed. Another personage soon appear[e]d like unto the first. He said unto me, ‘Thy sins are forgiven thee.’ He testifyed unto me that Jesus Christ is the Son of God. I saw many angels in this vision[—]I was about 14 years old when I received this first communication.”",1835-11-09,1835-11-09
Smith begins to study on his own the Hebrew lexicon and Hebrew books he received from New York City the previous day. He decides to pay for the services of a qualified Jewish teacher.,1835-11-21,1835-11-21
"While illegally performing a marriage for Newel Knight and Lydia Goldthwaite (still legally married to another man), Smith publicly announces his view of theocratic ethics: “I have done it by the authority of the holy Priesthood and the Gentile law has no power to call me to an account for it.”",1835-11-24,1835-11-24
Joseph performs his first marriage Newel Knight and Lydia Goldthwaite.,1835-11-24,1835-11-24
Joseph attends a debate at William Smith's home.,1835-12-12,1835-12-12
Smith writes that he “sealed” a matrimonial ceremony “in the name of God.” This conventional use of the word “seal” would gain specialized meaning in Mormonism seven years later.,1835-12-13,1835-12-13
Orson Hyde complains to Joseph that the temple committee store extended more lenient credit to William Smith than to him,1835-12-15,1835-12-15
"Joseph attends a second debate at William's and wants to end the school because the debates are too heated. William, angry, assaults Joseph.",1835-12-16,1835-12-16
Lucy and Joseph Sr. visit Joseph Jr. to discuss the estrangement between him and William.,1835-12-17,1835-12-17
"William writes to Hyrum asking forgiveness for fighting with Joseph and asking to be released from his apostleship. Joseph Jr. encourages him to keep the apostleship, to control his temper, and not to judge him.",1835-12-18,1835-12-18
D&C Section 108 Revealed,1835-12-26,1835-12-26
William is charged with speaking disrespectfully of Joseph and assaulting him. Joseph Smith Sr. gives fifteen patriarchal blessings.,1835-12-29,1835-12-29
First washings and anointings in Kirtland tmple,1836-01-01,1836-02-01
Joseph Sr. conducts weekly public prayer meetings each Thursday evening in the temple. Winter 1836-37,1836-01-01,1838-01-01
The Smith family meets with Martin Harris to help reconcile the differences between Joseph and William. Joseph Sr. offers a powerful prayer. William confesses his faults and the two brothers ask each other's forgiveness. Lucy and Emma are brought in as witnesses.,1836-01-01,1836-01-01
"Joseph Jr. and his party return to Kirtland ""some time in September.""",1836-01-01,1836-01-01
William confesses his faults to a church court and is forgiven.,1836-01-02,1836-01-02
Hebrew school begins.,1836-01-04,1836-01-04
William McLellin hires Joshua Seixas to teach Hebrew for seven weeks for $320. He begins teaching 19 January.,1836-01-06,1836-01-06
"Jerusha, fifth child and third daughter of Hyrum and Jerusha Smith, is born.",1836-01-13,1836-01-13
"Upon complaints by the Quorum of Twelve Apostles, the First Presidency formally apologizes for not showing them due respect.",1836-01-16,1836-01-16
D&C Section 137 Revealed,1836-01-21,1836-01-21
"Washings and anointings begin. The First Presidency anoints Joseph Sr. with oil and blesses him as patriarch; he blesses each member; Joseph Jr. reports receiving a vision of the celestial kingdom. Anointing meetings continue through 28 January. Between 21 January and 1 May 1836, Saints see heavenly beings, hear heavenly choirs, and have other spiritual manifestations.",1836-01-21,1836-01-21
"Joshua Sexias begins instructing Smith and his colleagues of the “Hebrew School” in the Kirtland temple, to enable them to translate biblical Hebrew texts.",1836-01-26,1836-01-26
Smith authorizes the ordination of African-American Elijah Abel to the office of elder. On 20 Dec. Abel would be ordained to the office of Seventy.,1836-03-03,1836-03-03
"The first temple (Kirtland, Ohio) is dedicated, during which several people see visions of angels and Jesus, as well as “tongues of fire.” The congregation sings William W. Phelps’s “The Spirit of God Like a Fire Is Burning,” the most popular Mormon hymn composed during Smith’s lifetime. In the minutes of this meeting, Smith presents the Twelve as “Prophets and Seers” and the First Council of Seventy as “Apostles and special witnesses to the nations.”",1836-03-27,1836-03-27
D&C Section 109 Revealed,1836-03-27,1836-03-27
"The Kirtland temple is dedicated with 1,000 men present for meetings that begin at 9:00 A.M. and end at 4:00 A.M. and end at 4:00 P.M. during which many spiritual manifestations occur.",1836-03-27,1836-04-01
"Smith washes the feet of the Quorum of Twelve, “and then the Twelve proceeded to wash the feet of the Presidents of the several quorums….The bread and wine were then brought in, and I observed that we had fasted all the day….The brethren continued exhorting, prophesying, and speaking in tongues until five o’clock in the morning. The Savior made His appearance to some, while angels ministered to others, and it was a Pentecost and an endowment indeed, long to be remembered.”",1836-03-30,1836-03-30
"Smith and Cowdery see Jesus and receive priesthood keys from Moses, Elias, and Elijah in the Kirtland temple. Later that month the church’s Latter Day Saint Messenger and Advocate publishes, due to “the deep anxiety felt by our southern brethren on this subject,” an editorial (apparently by Cowdery): “Must we open our houses, unfold our arms, and bid these degraded and degrading sons of Canaan, a hearty welcome and a free admittance to all we possess!…and low indeed must be the mind, that would consent for a moment, to see his fair daughter, his sister, or perhaps, his bosom companion in the embrace of a NEGRO!”",1836-04-03,1836-04-03
D&C Section 110 Revealed,1836-04-03,1836-04-03
"Anti-Mormons in Van Buren County, Missouri, bullwhip a non-Mormon for refusing to tell where his Mormon acquaintances are.",1836-04-25,1836-04-25
A Mormon diarist records seeing “extraordinary lights” in the Kirtland Temple at night. Apostles Brigham Young and Heber C. Kimball would later reminisce that they also saw angels passing back and forth in front of the windows of the otherwise darkened temple.,1836-05-16,1836-05-16
"Ninety-two-year-old Mary Duty Smith, wife of Asael Smith, makes the 500-mile trip from Stockholm, New York, to Kirtland with her sons and grandchildren. Satisfied that Joseph Jr. is a prophet, she declares her intention of being baptized but dies 27 May.",1836-05-17,1836-05-17
"Frederick Granger Williams Smith, the fifth biological child and third son of Joseph Jr. and Emma, is born.",1836-06-20,1836-06-20
"Mormon missionaries are tried for preaching. Apostle David W. Patten and future apostle Wilford Woodruff (hereafter Woodruff), among the missionaries in the Tennessee court, are assessed court costs and released.",1836-06-21,1836-06-21
"Joseph Sr. and his brother John go on a mission to the East to give patriarchal blessings where they are spitefully treated by their oldest brother, Jesse.",1836-06-22,1836-06-22
"Leading citizens of Clay County, Missouri formally petition the Mormons to move from the county in order to avoid forcing “a people into civil war, who held out to them the friendly hand of assistance in that hour of dark distress [in 1833].”",1836-06-29,1836-06-29
"A mass meeting of citizens at Liberty, Missouri, mandates the peaceful departure of the Saints from Clay County. The Mormons accept this decision and begin moving into Ray County, incorporated as Caldwell County in December 1836.",1836-06-29,1836-06-29
"Trip to New York City and Salem, Mass.",1836-07-01,1836-09-01
"Joseph Jr., Sidney Rigdon, Hyrum, and Oliver Cowdery and companions go to Salem, Massachusetts, via Buffalo, New York City, and Boston, searching for treasure in a basement.",1836-07-25,1836-07-25
D&C Section 111 Revealed,1836-08-06,1836-08-06
"Agnes Charlotte Smith, the first child of Don Carlos Smith and Agnes Coolbrith Smith, is born at Kirtland.",1836-08-07,1836-08-07
Calvin Stoddard dies at Kirtland Sophronia marries William McCleary on 11 February 1838,1836-09-07,1836-09-07
"Joseph Sr. and John Smith return to Kirtland after their 2,400-mile trip in the East where they had visited relatives and preached. early Oct 1836.",1836-10-01,1836-10-01
The Kirtland Safety Banking Society is organized. It would fail in six months under the name of Kirtland Safety Anti-Banking Society.,1836-11-02,1836-11-02
Kirtland Safety Society articles drafted,1836-11-02,1836-11-02
"The articles are drawn up for the Kirtland Safety Society. About this time Joseph Jr. and Martin Harris go to New York, visiting Calvin Stoddard's father, Silas, at Palmyra. Joseph reports a vision of apostasy at Kirtland.",1836-11-02,1836-11-02
"The First Presidency, three apostles, four presidents of Seventy, and fifty-nine others signed a petition to Kirtland’s justice of the peace to “depart forthwith out of Kirtland.”",1836-11-07,1836-11-07
Joseph Jr. warns that a spirit of apostasy is affecting a third of the Saints. David Whitmer and Wilford Woodruff also warn the Saints to humble themselves.,1836-12-01,1836-12-01
The gathering to Kirtland is stopped because of the Saints' poverty.,1836-12-22,1836-12-22
Missouri's governor Lilburn Boggs signs a compromise bill creating Caldwell County exclusively for Mormons.,1836-12-29,1836-12-29
Dissension in Church,1837-01-01,1837-12-31
Failure of Kirtland bank,1837-01-01,1837-12-31
"The second edition (5,000 copies) of the Book of Mormon is published at Kirtland.",1837-01-01,1837-04-01
The first meeting of stockholders of the Kirtland Safety Society Anti-Banking Company is held to reorganize it from a banking society. Lucy and Joseph Sr. are among the stockholders.,1837-01-02,1837-01-02
The first Kirtland Safety Society banknotes begin circulating; redemption in specie stops 23 January. By 1 February the notes are discounted at one bit (12.5 cents) on the dollar.,1837-01-06,1837-01-06
"Mary Bailey Smith, the second child and second daughter of Samuel and Mary Bailey Smith, is born.",1837-03-27,1837-03-27
"W. W. Phelps and John Whitmer are accused of buying Missouri land with church funds, then selling them to church members at a profit; witnesses include David W. Patten and Thomas B. Marsh.",1837-04-03,1837-04-06
